location 	rooms 	housetype 	area 	price 	unitprice 	year 	floor 	elevator 	condition 	lot 	energy
Käpylä 	2h, kk, kh 	kt 	39,00 	220500 	5654 	1942 	1/4 	ei 	huono 	vuokra 	E2007
Kannelmäki 	2h+kk 	kt 	40,50 	156000 	3852 	1976 	1/3 	ei 	hyvä 	vuokra 	F2007
Ullanlinna 	2h+avokeitti... 	kt 	43,00 	345000 	8023 	1961 	1/8 	on 	tyyd. 	oma 	F2013
Pohjois-haaga 	2h+kk+kph+vh+p 	kt 	45,00 	231000 	5133 	1956 	2/3 	ei 	tyyd. 	vuokra 	E2007
Vuosaari 	2h+k+kph+p 	kt 	46,00 	162000 	3522 	1965 	1/3 	ei 	  	oma 	F2013
Kallio 	2h, kk, kh 	kt 	46,00 	285000 	6196 	1937 	6/6 	on 	hyvä 	oma 	D2007
Kallio 	1-2h+k+kph+s 	kt 	46,00 	290000 	6304 	2008 	1/8 	on 	hyvä 	vuokra 	D2007
Munkkiniemi 	2h, k 	kt 	46,50 	325000 	6989 	1950 	4/6 	on 	tyyd. 	oma 	E2007
Kallio 	2h, avok, vh ja... 	kt 	49,00 	270000 	5510 	1961 	6/7 	on 	tyyd. 	oma 	E2007
Mellunkylä 	2H+KT 	kt 	50,00 	215000 	4300 	2015 	4/4 	on 	hyvä 	oma 	C2013
Lauttasaari 	2h+k+kph 	kt 	53,00 	255000 	4811 	1968 	2/3 	ei 	tyyd. 	oma 	G2018
Mellunmäki 	2h, k, kph, las... 	kt 	55,00 	105000 	1909 	1971 	2/3 	ei 	tyyd. 	oma 	D2007
Hakuninmaa 	2h+k+kph+s 	rt 	59,00 	164000 	2780 	1985 	1/1 	ei 	huono 	vuokra 	
Vuosaari 	2h + k 	kt 	63,00 	170000 	2698 	1971 	5/6 	on 	hyvä 	oma 	F2007
Kruununhaka 	2h+k+halli 	kt 	71,20 	455633 	6399 	1928 	5/5 	on 	tyyd. 	oma 	C2007
Kallio 	2 h + kk 	kt 	39,00 	255000 	6538 	1960 	8/8 	on 	tyyd. 	oma 	F2007
Etelä-haaga 	2h+kk+kph+vh 	kt 	42,00 	237000 	5643 	1961 	1/3 	ei 	hyvä 	oma 	D2013
Vanhankaupunginkoski 	2 h, yhtiö... 	rt 	46,00 	289000 	6283 	1909 	1/2 	ei 	hyvä 	vuokra 	
Kontula 	2h, k, kph, p 	kt 	52,50 	155000 	2952 	1966 	7/7 	on 	hyvä 	vuokra 	E2007
Kurkimäki 	2h, avok, kph, ... 	kt 	55,50 	228000 	4108 	2019 	2/2 	ei 	hyvä 	oma 	C
Kontula 	2h,k,kh,wc,p 	kt 	56,50 	160000 	2832 	1966 	4/8 	on 	hyvä 	vuokra 	F2013
Kannelmäki 	2h, avok, kph, ... 	kt 	57,00 	255000 	4474 	2018 	3/5 	on 	hyvä 	vuokra 	C2013
Katajanokka 	2h, k, rt, kph, vh 	kt 	92,30 	732000 	7931 	1908 	4/5 	on 	hyvä 	oma 	D2007
Töölö 	2h, kk, kph 	kt 	42,00 	324000 	7714 	1929 	3/8 	on 	tyyd. 	oma 	E2013
Laajasalo 	2h,k,vh,kph,s,l... 	kt 	62,00 	285000 	4597 	2009 	4/4 	on 	hyvä 	oma 	D2018
Mellunmäki 	1h+pk 	kt 	36,00 	119000 	3306 	1975 	2/4 	ei 	hyvä 	oma 	E2013
Koskela 	2h, avok, kph, p 	kt 	47,50 	248000 	5221 	2021 	1/7 	on 	hyvä 	vuokra 	A2018
Etelä-haaga 	2h, k, kph, vh,... 	kt 	53,90 	277000 	5139 	1954 	4/4 	ei 	hyvä 	oma 	E2007
Vuosaari 	2h+k+parveke 	kt 	54,00 	168305 	3117 	1965 	2/3 	ei 	hyvä 	oma 	F2013
Punavuori 	2h, k, kph, ete... 	kt 	57,00 	507000 	8895 	1918 	2/4 	ei 	hyvä 	oma 	G2013
Taka-töölö 	2h+kk+kph 	kt 	60,00 	375000 	6250 	1937 	3/6 	on 	hyvä 	oma 	F2013
Munkkiniemi 	2h, kk, kph, p 	kt 	41,00 	195000 	4756 	1959 	2/4 	on 	huono 	oma 	F2007
Munkkiniemi 	2h, alkovi, kk,... 	kt 	42,00 	235000 	5595 	1938 	3/6 	on 	tyyd. 	oma 	G2013
Roihuvuori 	2h+avok+kph+vh+... 	kt 	50,00 	197000 	3940 	1957 	2/4 	ei 	hyvä 	vuokra 	G2013
Kannelmäki 	2h+k 	kt 	51,00 	200000 	3922 	1958 	1/4 	ei 	hyvä 	vuokra 	G2013
Kontula 	2h+k+kph+s+lasi... 	kt 	51,00 	203000 	3980 	2004 	7/8 	on 	hyvä 	vuokra 	
Katajanokka 	2h+k+lasitettu ... 	kt 	54,00 	297000 	5500 	1982 	2/5 	on 	hyvä 	vuokra 	E2013
Kannelmäki 	2 h, k, kph, vh... 	kt 	55,30 	210000 	3797 	1960 	7/8 	on 	tyyd. 	oma 	D2007
Lassila 	2h+k+kph+s+parveke 	kt 	57,50 	233000 	4052 	1982 	2/3 	ei 	hyvä 	oma 	G2013
Pihlajamäki 	2 h, k, kp, par... 	kt 	59,50 	141500 	2378 	1987 	2/2 	ei 	tyyd. 	vuokra 	E2007
Munkkiniemi 	2h+k+halli+kph 	kt 	83,00 	380000 	4578 	1937 	4/4 	ei 	tyyd. 	oma 	F2018
Meilahti 	2h, avok, vh 	kt 	39,00 	315000 	8077 	1946 	5/7 	on 	hyvä 	oma 	E2007
Alppila 	2h, ikk. kk, ik... 	kt 	41,00 	205000 	5000 	1936 	4/4 	ei 	hyvä 	oma 	E2013
Vallila 	2h+kt 	kt 	43,00 	357940 	8324 	2019 	4/11 	on 	hyvä 	vuokra 	C2013
Taka-töölö 	2h, k, kph, p 	kt 	46,00 	315000 	6848 	1941 	1/3 	ei 	tyyd. 	oma 	E2007
Koskela 	2H+KT 	kt 	47,00 	292000 	6213 	2021 	3/7 	on 	hyvä 	vuokra 	A2018
Tapanila 	2h+k+kph+las.pa... 	kt 	48,00 	147000 	3063 	1974 	1/3 	ei 	hyvä 	oma 	F
Myllypuro 	2h, kk 	kt 	48,50 	157000 	3237 	1966 	1/7 	on 	tyyd. 	vuokra 	E
Itäkeskus 	2h+k+lasitettu ... 	kt 	51,50 	162000 	3146 	1963 	7/9 	ei 	tyyd. 	vuokra 	E2007
Munkkiniemi 	2h+k+kph+parveke 	kt 	52,00 	351000 	6750 	1952 	2/6 	on 	hyvä 	oma 	D2013
Pitäjänmäki 	2h, k, kph, las... 	kt 	56,50 	250000 	4425 	2001 	2/6 	on 	tyyd. 	oma 	E2013
Puotila 	2h, avok, kph, ... 	kt 	57,00 	250000 	4386 	2006 	2/5 	on 	hyvä 	oma 	D
Kamppi 	2h, avokeitti&#... 	kt 	60,40 	460000 	7616 	1893 	2/3 	ei 	hyvä 	oma 	E2007
Kannelmäki 	2h, avokeitti&#... 	kt 	38,00 	172500 	4539 	1962 	2/3 	ei 	hyvä 	oma 	
Pohjois-haaga 	2h, avok 	kt 	41,50 	195000 	4699 	1985 	1/3 	ei 	hyvä 	oma 	D2007
Kallio 	2h+kk+s 	kt 	49,00 	298500 	6092 	2008 	3/8 	on 	hyvä 	vuokra 	D2013
Herttoniemenranta 	2h+k+rt+kh+s+wc... 	kt 	59,00 	260000 	4407 	1995 	6/6 	on 	hyvä 	vuokra 	E2007
Roihuvuori 	2h, k, kph/wc, ... 	kt 	43,50 	118000 	2713 	1957 	2/3 	ei 	tyyd. 	vuokra 	
Ullanlinna 	3h ,k, terassi 	kt 	56,00 	565000 	10089 	1961 	6/6 	on 	hyvä 	oma 	
Pikku huopalahti 	2h+kk 	kt 	41,00 	290500 	7085 	2006 	3/5 	on 	hyvä 	oma 	D2018
Jätkäsaari 	2h, kt 	kt 	45,00 	281250 	6250 	2021 	4/5 	on 	hyvä 	vuokra 	B2018
Vallila 	2h+avok+kph+s+l... 	kt 	49,50 	371000 	7495 	2015 	5/10 	on 	hyvä 	oma 	C2013
Malminkartano 	2h, kk, kph, sa... 	kt 	51,00 	185000 	3627 	2008 	1/3 	on 	hyvä 	vuokra 	D2007
Ullanlinna 	2h, avok., kph 	kt 	57,50 	513000 	8922 	1915 	1/7 	on 	hyvä 	oma 	F2013
Oulunkylä 	2h+kk 	kt 	34,00 	193000 	5676 	2020 	2/5 	on 	hyvä 	vuokra 	B2018
Kallio 	2h, kk, kh 	kt 	35,60 	195000 	5478 	1939 	1/4 	on 	huono 	oma 	E2013
Kallio 	1-2h+avok+kph (... 	kt 	39,50 	284000 	7190 	1936 	4/8 	on 	tyyd. 	oma 	E2013
Kulosaari 	2h + kk 	kt 	43,00 	255000 	5930 	1961 	1/4 	on 	hyvä 	oma 	E2007
Oulunkylä 	2h + kk 	kt 	44,50 	200000 	4494 	1968 	2/4 	ei 	hyvä 	oma 	F2013
Käpylä 	2h, k, kph, p 	kt 	46,00 	257000 	5587 	1952 	1/3 	ei 	tyyd. 	vuokra 	E2018
Kontula 	2h, k 	kt 	53,50 	143000 	2673 	1966 	5/8 	on 	tyyd. 	oma 	G2013
Ruskeasuo 	2 h+kk 	kt 	41,00 	295000 	7195 	1948 	3/3 	ei 	tyyd. 	oma 	D2007
Etelä-haaga 	2 h+kk+kh+p 	kt 	46,00 	236000 	5130 	1961 	3/4 	ei 	tyyd. 	oma 	D2007
Ullanlinna 	1-2 h, avok, kp... 	kt 	48,00 	495012 	10313 	1910 	6/8 	on 	hyvä 	oma 	G2013
Oulunkylä 	2h+kk 	kt 	34,00 	193700 	5697 	2020 	3/5 	on 	hyvä 	vuokra 	B2018
Roihuvuori 	2h+k+kph+parveke 	kt 	55,00 	231000 	4200 	1956 	3/4 	ei 	hyvä 	vuokra 	E2007
Munkkivuori 	2h + kk 	kt 	38,00 	216000 	5684 	1956 	8/10 	on 	tyyd. 	vuokra 	G2013
Katajanokka 	1-2h, avok, par... 	kt 	38,50 	440000 	11429 	1885 	3/6 	on 	hyvä 	oma 	G2013
Punavuori 	2h, kk, kph, vh 	kt 	39,00 	308000 	7897 	1963 	4/4 	ei 	tyyd. 	oma 	G2013
Herttoniemi 	2h+kk+kph 	kt 	42,00 	208000 	4952 	1955 	2/4 	ei 	hyvä 	vuokra 	D2018
Tapulikaupunki 	2 h+k 	kt 	63,00 	116000 	1841 	1976 	4/4 	ei 	huono 	vuokra 	D2013
Jätkäsaari 	2h+kt 	kt 	42,00 	254700 	6064 	2021 	2/6 	on 	hyvä 	vuokra 	B2018
Siltamäki 	2h, kk, kph, pa... 	kt 	48,50 	103000 	2124 	1970 	2/2 	ei 	tyyd. 	oma 	G2013
Koskela 	2h, avok, kph, ... 	kt 	45,00 	286000 	6356 	2021 	3/7 	on 	hyvä 	vuokra 	A2018
Jätkäsaari 	2H+KT+VH 	kt 	46,50 	337000 	7247 	2020 	2/6 	on 	hyvä 	oma 	B2013
Konala 	2h, avok, s, vh... 	kt 	49,00 	237000 	4837 	2018 	1/4 	on 	hyvä 	oma 	C2018
Kamppi 	2h, k, rt, kph,... 	kt 	56,50 	396000 	7009 	1989 	3/6 	on 	tyyd. 	oma 	E2007
Arabianranta 	2h, k, kph, sau... 	kt 	63,50 	412000 	6488 	2013 	3/4 	on 	hyvä 	oma 	A2007
Etu-töölö 	2 h, k, kph, wc 	kt 	70,90 	399000 	5628 	1924 	3/6 	ei 	tyyd. 	oma 	D2007
Punavuori 	2h, k, kph 	kt 	60,00 	413000 	6883 	1938 	2/6 	on 	tyyd. 	oma 	E2015
Malmi 	2h+kk 	kt 	37,50 	175000 	4667 	1967 	3/3 	ei 	tyyd. 	oma 	D2018
Herttoniemenranta 	2h, kt 	kt 	46,00 	256000 	5565 	2015 	2/7 	on 	hyvä 	vuokra 	
Meilahti 	2h+avok.+kph (Y... 	kt 	48,40 	342000 	7066 	1951 	3/8 	on 	hyvä 	oma 	E
Malmi 	2h,k 	kt 	55,00 	150000 	2727 	1980 	4/4 	ei 	hyvä 	oma 	F2013
Keskusta 	2h, k, kph 	kt 	55,50 	408000 	7351 	1908 	4/5 	ei 	tyyd. 	oma 	B
Herttoniemi 	2h+avok.+vh+kph... 	kt 	37,50 	280000 	7467 	2018 	5/8 	on 	hyvä 	oma 	C2015
Kamppi 	2h, kk 	kt 	48,00 	330000 	6875 	1927 	1/3 	on 	tyyd. 	oma 	F2018
Ullanlinna 	2h, k, wc, kph 	kt 	52,00 	352000 	6769 	1907 	1/5 	on 	tyyd. 	oma 	
Pohjois-haaga 	2h, k, kph, s, ... 	kt 	54,50 	200000 	3670 	1985 	2/3 	ei 	tyyd. 	oma 	D2007
Pihlajamäki 	2h, k, kph, las... 	kt 	60,00 	178000 	2967 	1964 	1/4 	ei 	hyvä 	vuokra 	D2018
Eiranranta 	2h, avok, kph, ... 	kt 	61,50 	645000 	10488 	2007 	3/8 	on 	hyvä 	oma 	E2013
Kamppi 	2h, k, kph, hal... 	kt 	73,50 	550000 	7483 	1928 	3/6 	on 	hyvä 	oma 	F2013
Pohjois-haaga 	2 h, avokeitti&... 	kt 	44,60 	166000 	3722 	1973 	6/6 	on 	hyvä 	vuokra 	E2007
Meri-rastila 	2h+kk+kph+lasit... 	kt 	47,00 	148000 	3149 	1991 	3/3 	ei 	tyyd. 	vuokra 	E
Aurinkolahti 	2h, kt, kph, s, p 	kt 	49,50 	252000 	5091 	2004 	4/6 	on 	hyvä 	oma 	G2013
Lauttasaari 	2h, avok, kph, ... 	kt 	57,50 	302000 	5252 	1972 	2/10 	on 	hyvä 	oma 	E2018
Etu-töölö 	2h+k+kph (Yj. 2... 	kt 	61,00 	355000 	5820 	1922 	1/7 	on 	tyyd. 	oma 	D
Tapaninvainio 	2 h, k, parveke 	kt 	50,50 	147500 	2921 	1979 	2/3 	ei 	tyyd. 	oma 	F2013
Ullanlinna 	1h+k+kph 	kt 	54,00 	375000 	6944 	1928 	1/4 	on 	hyvä 	oma 	G2013
Itäkeskus 	2h, kk, s, eril... 	kt 	56,00 	145000 	2589 	1981 	1/4 	on 	tyyd. 	vuokra 	E2013
Aurinkolahti 	2h, avok., kph,... 	kt 	57,50 	310000 	5391 	2012 	2/6 	on 	hyvä 	  	D2018
Mellunmäki 	2h, avok., kh, ... 	kt 	47,50 	130000 	2737 	1974 	1/5 	on 	tyyd. 	oma 	E2007
Katajanokka 	2h+k 	kt 	52,00 	272330 	5237 	1982 	2/3 	on 	hyvä 	vuokra 	G2018
Jakomäki 	2h+avok+kph+s. ... 	rt 	56,00 	195000 	3482 	1989 	2/2 	ei 	hyvä 	oma 	F2013
Kontula 	2h, k, kph, p 	kt 	58,00 	115000 	1983 	1970 	9/9 	on 	tyyd. 	oma 	
Maunula 	2 h+k+kph+parv 	kt 	60,50 	249000 	4116 	1954 	3/3 	ei 	hyvä 	vuokra 	F2013
Kannelmäki 	2h, k, parveke 	kt 	49,00 	145000 	2959 	1961 	2/4 	ei 	huono 	vuokra 	E2013
Sörnäinen 	1-2h, k, kph 	kt 	36,00 	245000 	6806 	1938 	3/8 	on 	tyyd. 	oma 	E2007
Kallio 	2h, kk 	kt 	38,50 	274000 	7117 	1961 	2/6 	on 	tyyd. 	oma 	F2013
Toukola 	2h+k 	kt 	42,50 	216000 	5082 	1969 	4/4 	ei 	tyyd. 	vuokra 	E2007
Roihuvuori 	2h+k+ kph+vaate... 	kt 	56,50 	238500 	4221 	1957 	3/3 	ei 	hyvä 	vuokra 	D2007
Koskela 	2h, kt 	kt 	47,50 	295000 	6211 	2021 	5/7 	on 	hyvä 	vuokra 	A2018
Malmi 	2h, kk, kph, wc... 	kt 	49,00 	132500 	2704 	1966 	3/3 	ei 	tyyd. 	oma 	F
Lauttasaari 	2h, avok 	kt 	51,00 	340000 	6667 	1938 	1/7 	on 	hyvä 	oma 	F2013
Puotinharju 	2h+k+kph+p 	kt 	51,50 	179000 	3476 	1963 	8/9 	on 	hyvä 	vuokra 	E2007
Vuosaari 	2h, k, p 	kt 	53,00 	157000 	2962 	1965 	3/3 	ei 	hyvä 	oma 	
Pajamäki 	2h, k, kph, wc,... 	kt 	52,50 	283994 	5409 	1960 	2/4 	ei 	hyvä 	vuokra 	
Kurkimäki 	2h+k 	kt 	59,00 	158500 	2686 	1988 	3/3 	ei 	hyvä 	vuokra 	E2007
Suurmetsä 	2 h, k, kh, s, ... 	kt 	63,00 	134000 	2127 	1974 	1/3 	ei 	hyvä 	vuokra 	F2013
Meilahti 	2h, kk, kph 	kt 	38,70 	270000 	6977 	1946 	1/7 	on 	tyyd. 	oma 	G2013
Sörnäinen 	2h, avok, parveke 	kt 	40,00 	248000 	6200 	1995 	2/6 	on 	hyvä 	vuokra 	D2007
Merihaka 	2h, avokeitti&#... 	kt 	45,00 	262000 	5822 	1975 	2/14 	on 	hyvä 	oma 	E2018
Munkkiniemi 	2h+k+parveke 	kt 	52,00 	336000 	6462 	1952 	4/6 	on 	hyvä 	oma 	
Kulosaari 	2h+k+parveke 	kt 	52,50 	297000 	5657 	1962 	1/4 	on 	hyvä 	oma 	D2007
Pihlajamäki 	2h, kk, kph, pa... 	kt 	55,50 	163000 	2937 	1964 	2/3 	ei 	tyyd. 	vuokra 	E2007
Sörnäinen 	2h, avok, 2 kat... 	kt 	56,00 	375000 	6696 	2019 	3/3 	on 	hyvä 	oma 	G2018
Malminkartano 	2h+k+kph+s+las.... 	kt 	59,00 	190000 	3220 	1987 	2/4 	ei 	hyvä 	vuokra 	D2007
Maunula 	2h, ikkunalline... 	kt 	36,50 	145000 	3973 	1962 	2/4 	on 	tyyd. 	vuokra 	E2013
Ruskeasuo 	2h, kk, kph, p 	kt 	39,00 	266750 	6840 	1951 	4/4 	ei 	huono 	oma 	D2007
Munkkiniemi 	2h+kk 	kt 	44,00 	255000 	5795 	1992 	5/5 	on 	tyyd. 	vuokra 	G2007
Malmi 	2h+avok+kph/s+p... 	kt 	45,00 	169700 	3771 	1984 	2/2 	ei 	  	oma 	D2018
Pitäjänmäki 	2 h, kk, kh, s, p 	kt 	50,00 	255000 	5100 	2001 	5/6 	on 	tyyd. 	oma 	C2007
Alppiharju 	2h + kk 	kt 	52,00 	315000 	6058 	1941 	6/6 	on 	hyvä 	oma 	E2013
Itä-pakila 	2h, k, kph, s, ... 	rt 	61,50 	265000 	4309 	1982 	1/2 	ei 	hyvä 	oma 	E2007
Itäkeskus 	2 h, avok, kph,... 	kt 	62,50 	187500 	3000 	1984 	4/4 	ei 	hyvä 	vuokra 	F2013
Sörnäinen 	2h, avok, 2 kat... 	kt 	47,50 	379000 	7979 	2019 	3/3 	on 	hyvä 	oma 	G2018
Kontula 	2h+kk 	kt 	50,00 	96000 	1920 	1965 	5/7 	on 	tyyd. 	vuokra 	G2013
Vallila 	2h, avok, alk, kph 	kt 	50,70 	339000 	6686 	1926 	3/4 	ei 	hyvä 	vuokra 	E2007
Kannelmäki 	2h, kk, kph, la... 	kt 	52,50 	149000 	2838 	1973 	2/5 	on 	tyyd. 	vuokra 	D2007
Taka-töölö 	2 h, k, kph, wc 	kt 	64,00 	413000 	6453 	1928 	4/6 	on 	hyvä 	oma 	G2007
Kannelmäki 	2h, k, kph, vh,... 	kt 	48,50 	182000 	3753 	1959 	4/4 	ei 	hyvä 	vuokra 	E2018
Kallio 	2h, avok, kph 	kt 	54,00 	360000 	6667 	1937 	6/7 	on 	hyvä 	oma 	G2013
Kamppi 	2h, avok, halli... 	kt 	50,50 	360000 	7129 	1939 	2/5 	on 	hyvä 	oma 	F2013
Itä-pasila 	2h, k, sauna ja... 	kt 	52,50 	288000 	5486 	2004 	5/5 	on 	hyvä 	vuokra 	F2013
Pihlajamäki 	2h, kk, kph, vh... 	kt 	55,50 	137000 	2468 	1963 	2/7 	ei 	hyvä 	vuokra 	F
Kallio 	2h, kk, kph, s, p 	kt 	64,50 	404000 	6264 	2008 	6/7 	on 	hyvä 	vuokra 	D2007
Sörnäinen 	2h, avok, parveke 	kt 	31,50 	215000 	6825 	1995 	5/7 	on 	hyvä 	vuokra 	D2007
Taka-töölö 	2h,avok,kph 	kt 	33,00 	278000 	8424 	1936 	2/6 	on 	hyvä 	oma 	G2007
Koskela 	2h, kt 	kt 	45,00 	292801 	6507 	2021 	6/7 	on 	hyvä 	vuokra 	A2018
Koskela 	2h, kt 	kt 	45,00 	292801 	6507 	2021 	6/7 	on 	hyvä 	vuokra 	A2018
Koskela 	2h, avok, kph, ... 	kt 	45,00 	301441 	6699 	2021 	6/7 	on 	hyvä 	vuokra 	A2018
Mellunkylä 	2h+kk 	kt 	47,00 	134000 	2851 	1991 	2/3 	ei 	tyyd. 	vuokra 	D2007
Koskela 	2H+KT 	kt 	47,00 	306540 	6522 	2021 	6/7 	on 	hyvä 	vuokra 	A2018
Koskela 	2h, kt 	kt 	47,50 	297014 	6253 	2021 	6/7 	on 	hyvä 	vuokra 	A2018
Myllypuro 	2h, kk, kph, vh... 	kt 	50,50 	177000 	3505 	1964 	1/7 	on 	tyyd. 	vuokra 	E2007
Vuosaari 	2h+k, vh, kph. ... 	kt 	53,50 	163000 	3047 	1965 	1/3 	ei 	hyvä 	oma 	F2013
Hermanni 	2h+k+vaatehuone... 	kt 	54,00 	278000 	5148 	1958 	2/4 	ei 	tyyd. 	vuokra 	E2007
Aurinkolahti 	2h, kt, kph, p 	kt 	58,00 	286000 	4931 	2013 	2/5 	on 	hyvä 	oma 	A2007
Kamppi 	2h, avok, kph 	kt 	44,00 	352000 	8000 	1939 	4/5 	on 	hyvä 	oma 	F2013
Kluuvi 	2 h, avok, kph,... 	kt 	77,50 	630000 	8129 	1922 	5/5 	on 	hyvä 	oma 	D2007
Vuosaari 	2h, kt, kph, kh... 	kt 	41,00 	159000 	3878 	1965 	1/3 	ei 	hyvä 	oma 	E2007
Honkasuo 	2,h, kph, p 	kt 	45,50 	198000 	4352 	2017 	2/3 	on 	hyvä 	vuokra 	C2013
Herttoniemi 	2h, kk, kph, vh... 	kt 	49,00 	275500 	5622 	1957 	4/4 	ei 	tyyd. 	vuokra 	D2007
Etu-töölö 	2 h, kk, kph, e... 	kt 	58,50 	410000 	7009 	1928 	1/6 	on 	hyvä 	oma 	D2007
Konala 	2h+kk+kph+lasit... 	kt 	37,00 	165000 	4459 	1965 	2/2 	ei 	hyvä 	oma 	
Kannelmäki 	Kerrostalohuone... 	kt 	48,00 	172000 	3583 	1999 	2/5 	on 	tyyd. 	vuokra 	
Aurinkolahti 	2 h, avok, kh,... 	kt 	52,50 	257500 	4905 	2003 	4/5 	on 	tyyd. 	oma 	G2013
Oulunkylä 	2h+kk 	kt 	34,00 	193700 	5697 	2020 	3/5 	on 	hyvä 	vuokra 	B2018
Kannelmäki 	2h, k, kph, las... 	kt 	53,50 	163000 	3047 	1981 	2/5 	on 	tyyd. 	oma 	F2013
Töölö 	2h,k 	kt 	55,00 	317848 	5779 	1937 	5/5 	on 	tyyd. 	oma 	
Puotinharju 	2h+k+kph+las.P 	kt 	55,50 	207000 	3730 	1964 	6/6 	on 	hyvä 	vuokra 	
Katajanokka 	2 h, k, kph 	kt 	57,50 	300000 	5217 	1901 	1/2 	ei 	tyyd. 	oma 	G2007
Kluuvi 	2h, k, vh, kph, wc 	kt 	46,40 	430000 	9267 	1922 	4/6 	on 	hyvä 	oma 	D2007
Suurmetsä 	2h+k+kph+vh+las... 	kt 	47,50 	120000 	2526 	1971 	2/3 	ei 	hyvä 	vuokra 	D2013
Tapulikaupunki 	2 h+kk 	kt 	50,00 	163322 	3266 	1977 	1/4 	on 	hyvä 	oma 	E2007
Ullanlinna 	2h,k, parveke 	kt 	50,00 	465000 	9300 	1963 	4/7 	on 	hyvä 	oma 	F2013
Pihlajisto 	2h+k+kph+las.P 	kt 	55,50 	170000 	3063 	1962 	3/8 	on 	hyvä 	vuokra 	
Itä-pasila 	2h+kk 	kt 	45,50 	206000 	4527 	1976 	11/13 	on 	hyvä 	vuokra 	D2007
Kannelmäki 	2h+k+kph-wc+las... 	kt 	55,00 	162000 	2945 	1974 	1/5 	on 	hyvä 	vuokra 	E2013
Töölö 	2h+halli+k+kph+... 	kt 	86,00 	648000 	7535 	1938 	5/7 	on 	hyvä 	oma 	D2007
Lassila 	2h+kk+piha 	kt 	39,00 	176000 	4513 	1980 	1/4 	ei 	hyvä 	oma 	E2007
Kannelmäki 	2h+k 	kt 	48,00 	173000 	3604 	1958 	1/3 	ei 	tyyd. 	vuokra 	F2013
Myllypuro 	2h,k,kh, las.pa... 	kt 	52,00 	175500 	3375 	1965 	1/5 	on 	tyyd. 	vuokra 	C2007
Taka-töölö 	2h,avok,kph,alkovi 	kt 	38,00 	290000 	7632 	1938 	6/6 	on 	tyyd. 	oma 	F2013
Kruununhaka 	2h, k 	kt 	45,00 	322000 	7156 	1956 	2/4 	ei 	tyyd. 	oma 	E2007
Lauttasaari 	2h+kt+kph+parveke 	kt 	46,50 	370000 	7957 	2012 	4/8 	on 	tyyd. 	oma 	D2013
Vuosaari 	2h, k, kh, las.... 	kt 	53,00 	149000 	2811 	1965 	1/3 	ei 	tyyd. 	oma 	F2007
Etu-töölö 	2h, avok, kph, ... 	kt 	42,50 	380000 	8941 	1935 	5/6 	on 	hyvä 	oma 	
Kannelmäki 	2h, avok, kph, ... 	kt 	45,00 	220000 	4889 	1964 	4/4 	on 	hyvä 	oma 	D2007
Sörnäinen 	2h, avok, ransk... 	kt 	36,50 	319000 	8740 	2019 	2/3 	on 	hyvä 	oma 	G2018
Malmi 	2h, avok, kph, ... 	kt 	44,00 	161000 	3659 	1964 	3/3 	ei 	hyvä 	oma 	F2013
Koskela 	2h, avok, khh, p 	kt 	47,00 	305000 	6489 	2021 	5/7 	on 	hyvä 	vuokra 	A2018
Merihaka 	2 h + k 	kt 	55,00 	271000 	4927 	1979 	4/7 	on 	tyyd. 	oma 	D2018
Latokartano 	2h, k, kph, par... 	kt 	56,00 	279000 	4982 	2015 	4/4 	on 	hyvä 	  	C2013
Mellunmäki 	2 h, k, kph, pa... 	kt 	57,00 	135000 	2368 	1988 	3/3 	ei 	tyyd. 	vuokra 	E2007
Siltamäki 	2h+k+kph+parv 	kt 	63,00 	161000 	2556 	1973 	2/3 	ei 	hyvä 	oma 	F2013
Oulunkylä 	2h+kk 	kt 	33,50 	181700 	5424 	2020 	1/5 	on 	hyvä 	vuokra 	B2018
Kamppi 	2h, avok, kph, vh 	kt 	39,00 	410000 	10513 	2016 	6/7 	on 	hyvä 	oma 	A2013
Roihuvuori 	2h+kk+kph+vh 	kt 	42,00 	194000 	4619 	1965 	2/8 	on 	hyvä 	oma 	E2013
Sörnäinen 	2h, avok, ransk... 	kt 	43,00 	339000 	7884 	2019 	2/3 	on 	hyvä 	oma 	G2018
Punavuori 	2 h, kk, kph 	kt 	45,00 	320000 	7111 	1927 	4/5 	on 	tyyd. 	oma 	E
Jätkäsaari 	2h, kt 	kt 	45,50 	261625 	5750 	2021 	1/7 	on 	hyvä 	vuokra 	B2018
Etelä-haaga 	2 H, AVOK, KPH,... 	kt 	49,00 	261500 	5337 	1956 	3/3 	ei 	tyyd. 	oma 	D2013
Roihuvuori 	2h, kt, kph, la... 	kt 	49,50 	235314 	4754 	2018 	2/5 	on 	hyvä 	vuokra 	C2013
Sörnäinen 	2h+halli+kk 	kt 	51,00 	284500 	5578 	1938 	1/6 	on 	hyvä 	oma 	F2018
Mellunmäki 	2h, k, kph, vh,... 	kt 	55,50 	116020 	2090 	1976 	1/3 	ei 	huono 	oma 	G2013
Punavuori 	2h+k 	kt 	63,00 	440000 	6984 	1927 	3/3 	on 	tyyd. 	oma 	F2013
Töölö 	2h, kk 	kt 	38,00 	270000 	7105 	1938 	3/6 	on 	hyvä 	oma 	F2013
Kumpula 	2h+kk+wc 	kt 	39,00 	255000 	6538 	1939 	  	ei 	hyvä 	vuokra 	G2013
